home_elo,away_elo,elo_diff,elo_expected_home,elo_expected_away,elo_strong_home,elo_strong_away,elo_balanced,h_form_pts,h_scored,h_conceded,h_form_trend,h_clean_sheets,h_win_rate,h_home_form_pts,h_home_scored,h_home_conceded,h_home_win_rate,h_home_cs,a_form_pts,a_scored,a_conceded,a_form_trend,a_clean_sheets,a_win_rate,a_away_form_pts,a_away_scored,a_away_conceded,a_away_win_rate,a_away_cs,h_short_form,a_short_form,momentum_diff,trend_diff,h2h_home_win_rate,h2h_draw_rate,h2h_home_goals_avg,h2h_away_goals_avg,h2h_over25_rate,h2h_btts_rate,h2h_dominance,h2h_n,h_league_pos,a_league_pos,pos_diff,form_diff,scored_diff,conceded_diff,attack_vs_def,away_att_vs_h_def,home_xg_proxy,away_xg_proxy,xg_diff,total_xg,matchday,league_epl,league_laliga,league_bundesliga,result,over_25,btts
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,1,0,D,0,1
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,1,0,D,0,1
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,1,0,0,D,1,1
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,1,0,0,D,0,1
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,1,0,A,0,0
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,1,0,D,0,0
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,1,0,A,1,1
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,1,0,0,H,0,0
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,1,0,H,1,1
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,1,0,H,0,0
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,0,1,A,1,0
0.9923213866624616,0.9863452800042051,0.022410399968462117,0.6518652215935424,0.34813477840645757,0,0,1,0.0,1.0,2.0,0.0,0.0,0.0,0.5,1.2,1.1,0.45,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,1.3,0.35,0.15,0.0,0.0,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.9,0.95,-0.04999999999999993,0.0,1.0,1.0,0.0,-2.0,1.08,0.4,0.68,1.48,0.05263157894736842,1,0,0,H,1,1
1.013654719995795,0.9970119466708717,0.062410399968462114,0.6724642035425122,0.32753579645748776,0,0,1,1.0,2.0,1.0,0.0,0.0,1.0,0.5,1.2,1.1,0.45,0.2,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.3,0.35,0.15,1.0,0.3333333333333333,0.6666666666666667,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.3,0.4,-0.10000000000000003,0.6666666666666667,1.0,0.0,1.0,0.0,1.68,1.0,0.6799999999999999,2.6799999999999997,0.05263157894736842,0,1,0,H,0,0
1.0029880533291282,0.9863452800042051,0.062410399968462114,0.6724642035425122,0.32753579645748776,0,0,1,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.5,1.2,1.1,0.45,0.2,0.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,1.3,0.35,0.15,0.3333333333333333,0.0,0.3333333333333333,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.45,1.0,-0.55,0.3333333333333333,0.0,-1.0,-1.0,0.0,1.08,1.0,0.08000000000000007,2.08,0.05263157894736842,0,1,0,A,0,0
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,0,1,H,0,0
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,0,1,H,1,1
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,0,1,H,0,0
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,0,1,A,1,1
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,0,1,D,1,1
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,0,1,H,1,0
1.013654719995795,0.9970119466708717,0.062410399968462114,0.6724642035425122,0.32753579645748776,0,0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.2,1.1,0.45,0.2,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.5,1.0,1.3,0.35,0.15,1.0,0.3333333333333333,0.6666666666666667,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.1,0.5,-0.4,0.6666666666666667,-1.0,-2.0,-1.0,2.0,1.08,1.6,-0.52,2.68,0.05263157894736842,1,0,0,A,1,0
1.0029880533291282,0.9970119466708717,0.022410399968462117,0.6518652215935424,0.34813477840645757,0,0,1,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.5,1.2,1.1,0.45,0.2,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.3,0.35,0.15,0.3333333333333333,0.3333333333333333,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.65,0.55,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,1.08,1.0,0.08000000000000007,2.08,0.05263157894736842,1,0,0,H,1,1
1.013654719995795,1.0076786133375384,0.022410399968462117,0.6518652215935424,0.34813477840645757,0,0,1,1.0,3.0,0.0,0.0,1.0,1.0,0.5,1.2,1.1,0.45,0.2,1.0,5.0,1.0,0.0,0.0,1.0,0.5,1.0,1.3,0.35,0.15,1.0,1.0,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.4,0.3,0.10000000000000003,0.0,-2.0,-1.0,2.0,5.0,2.28,3.4,-1.12,5.68,0.05263157894736842,1,0,0,H,0,0
1.0029880533291282,1.0076786133375384,-0.017589600031537884,0.6306822353472319,0.3693177646527681,0,0,1,0.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.5,1.2,1.1,0.45,0.2,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.3,0.35,0.15,0.3333333333333333,1.0,-0.6666666666666667,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.45,0.35,0.10000000000000003,-0.6666666666666667,1.0,2.0,2.0,-1.0,1.68,1.0,0.6799999999999999,2.6799999999999997,0.05263157894736842,1,0,0,H,0,0
0.9923213866624616,1.0076786133375384,-0.05758960003153788,0.6089834770309528,0.3910165229690472,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.2,1.1,0.45,0.2,1.0,4.0,1.0,0.0,0.0,1.0,0.5,1.0,1.3,0.35,0.15,0.0,1.0,-1.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,1.0,0.2,0.8,-1.0,-4.0,0.0,-1.0,3.0,0.48,2.8,-2.32,3.28,0.05263157894736842,1,0,0,A,1,1
1.013654719995795,0.9863452800042051,0.10241039996846212,0.6924194551411613,0.3075805448588387,0,0,1,1.0,2.0,0.0,0.0,1.0,1.0,0.5,1.2,1.1,0.45,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.5,1.0,1.3,0.35,0.15,1.0,0.0,1.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.1,0.75,-0.65,1.0,2.0,-2.0,0.0,0.0,1.68,0.4,1.2799999999999998,2.08,0.05263157894736842,0,1,0,A,0,0
0.9970119466708717,0.9863452800042051,0.04,0.6609990912463583,0.33900090875364175,0,0,1,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,1.0,1.3,0.35,0.15,0.3333333333333333,0.0,0.3333333333333333,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.7,0.9,-0.20000000000000007,0.3333333333333333,1.0,-1.0,-1.0,-1.0,1.0,0.4,0.6,1.4,0.05263157894736842,0,1,0,D,0,1
0.9863452800042051,1.013654719995795,-0.10241039996846212,0.5841510766314373,0.4158489233685627,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,1.0,0.25,0.75,-1.0,-2.0,2.0,0.0,0.0,0.0,2.0,-2.0,2.0,0.05263157894736842,0,1,0,A,1,1
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,0,1,H,1,1
1.0,1.0,0.0,0.6400649998028851,0.3599350001971149,0,0,1,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.2,1.1,0.45,0.2,0.5,1.2,1.1,0.0,0.2,0.4,0.5,1.0,1.3,0.35,0.15,0.5,0.5,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09999999999999987,0.09999999999999987,1.2,1.12,0.07999999999999985,2.3200000000000003,0.02631578947368421,0,0,1,H,0,0
0.9923213866624616,0.9863452800042051,0.022410399968462117,0.6518652215935424,0.34813477840645757,0,0,1,0.0,1.0,5.0,0.0,0.0,0.0,0.5,1.2,1.1,0.45,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,1.3,0.35,0.15,0.0,0.0,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.75,0.9,-0.15000000000000002,0.0,1.0,4.0,0.0,-5.0,1.08,0.4,0.68,1.48,0.05263157894736842,1,0,0,H,1,0
1.0029880533291282,0.9970119466708717,0.022410399968462117,0.6518652215935424,0.34813477840645757,0,0,1,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.5,1.2,1.1,0.45,0.2,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.3,0.35,0.15,0.3333333333333333,0.3333333333333333,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.7,0.65,0.04999999999999993,0.0,0.0,0.0,0.0,0.0,1.08,1.0,0.08000000000000007,2.08,0.05263157894736842,1,0,0,H,1,1
1.013654719995795,1.0076786133375384,0.022410399968462117,0.6518652215935424,0.34813477840645757,0,0,1,1.0,2.0,1.0,0.0,0.0,1.0,0.5,1.2,1.1,0.45,0.2,1.0,3.0,1.0,0.0,0.0,1.0,0.5,1.0,1.3,0.35,0.15,1.0,1.0,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.45,0.3,0.15000000000000002,0.0,-1.0,0.0,1.0,2.0,1.68,2.1999999999999997,-0.5199999999999998,3.88,0.05263157894736842,0,1,0,D,0,0
1.0029880533291282,1.0076786133375384,-0.017589600031537884,0.6306822353472319,0.3693177646527681,0,0,1,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.5,1.2,1.1,0.45,0.2,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.3,0.35,0.15,0.3333333333333333,1.0,-0.6666666666666667,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.6,0.25,0.35,-0.6666666666666667,-1.0,0.0,0.0,1.0,0.48,1.0,-0.52,1.48,0.05263157894736842,0,1,0,H,0,0
1.0029880533291282,0.9970119466708717,0.022410399968462117,0.6518652215935424,0.34813477840645757,0,0,1,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.5,1.2,1.1,0.45,0.2,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.3,0.35,0.15,0.3333333333333333,0.3333333333333333,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.55,0.65,-0.09999999999999998,0.0,1.0,1.0,1.0,-1.0,1.08,0.4,0.68,1.48,0.05263157894736842,0,1,0,H,1,0
1.013654719995795,1.0076786133375384,0.022410399968462117,0.6518652215935424,0.34813477840645757,0,0,1,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.2,1.1,0.45,0.2,1.0,2.0,1.0,0.0,0.0,1.0,0.5,1.0,1.3,0.35,0.15,1.0,1.0,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.6,0.35,0.25,0.0,-1.0,-1.0,0.0,2.0,1.08,1.6,-0.52,2.68,0.05263157894736842,1,0,0,A,0,0
0.9923213866624616,0.9863452800042051,0.022410399968462117,0.6518652215935424,0.34813477840645757,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.2,1.1,0.45,0.2,0.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,1.3,0.35,0.15,0.0,0.0,0.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.9,0.95,-0.04999999999999993,0.0,-1.0,-1.0,-2.0,0.0,0.48,1.0,-0.52,1.48,0.05263157894736842,0,1,0,H,1,1
0.9923213866624616,1.013654719995795,-0.08,0.596629173305774,0.40337082669422597,0,0,1,0.0,1.0,3.0,0.0,0.0,0.0,0.5,1.2,1.1,0.45,0.2,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.85,0.55,0.29999999999999993,-1.0,-1.0,3.0,1.0,-1.0,1.08,2.0,-0.9199999999999999,3.08,0.05263157894736842,0,1,0,A,0,0
0.9923213866624616,1.0076786133375384,-0.05758960003153788,0.6089834770309528,0.3910165229690472,0,0,1,0.0,2.0,3.0,0.0,0.0,0.0,0.5,1.2,1.1,0.45,0.2,1.0,5.0,0.0,0.0,1.0,1.0,0.5,1.0,1.3,0.35,0.15,0.0,1.0,-1.0,0.0,0.33,0.28,1.4,1.2,0.52,0.48,0.0,0.0,0.7777777777777778,0.3888888888888889,0.3888888888888889,-1.0,-3.0,3.0,2.0,2.0,1.68,3.4,-1.72,5.08,0.05263157894736842,0,0,1,H,1,1
